sex,yearofbirth,primary2004,messages,primary2006,hhsize,treatment
female,1949,0,Control,0,2,Control
male,1945,0,Control,0,2,Control
male,1956,1,Control,1,2,Control
female,1956,0,Control,0,2,Control
female,1945,1,Hawthorne,0,2,Treatment
male,1939,1,Hawthorne,0,2,Treatment
female,1961,1,Control,0,2,Control
male,1956,1,Control,0,2,Control
female,1955,1,Control,0,2,Control
male,1954,0,Control,0,2,Control
female,1967,1,Civic Duty,1,2,Treatment
male,1967,1,Civic Duty,0,2,Treatment
male,1966,1,Control,1,2,Control
female,1967,0,Control,0,2,Control
female,1961,1,Control,0,2,Control
male,1958,1,Control,0,2,Control
male,1936,1,Hawthorne,0,2,Treatment
female,1938,1,Hawthorne,0,2,Treatment
male,1965,1,Neighbors,0,2,Treatment
female,1966,1,Neighbors,0,2,Treatment
male,1966,1,Control,0,2,Control
female,1966,0,Control,0,2,Control
male,1986,0,Civic Duty,0,2,Treatment
female,1963,1,Civic Duty,0,2,Treatment
female,1922,1,Control,0,1,Control
male,1942,0,Control,0,2,Control
female,1942,0,Control,0,2,Control
male,1957,0,Hawthorne,0,2,Treatment
female,1960,0,Hawthorne,0,2,Treatment
male,1958,1,Control,0,1,Control
male,1955,0,Control,0,2,Control
female,1956,0,Control,0,2,Control
female,1960,1,Neighbors,0,1,Treatment
female,1954,1,Control,0,2,Control
male,1954,0,Control,0,2,Control
female,1974,0,Control,0,2,Control
male,1973,1,Control,0,2,Control
male,1957,1,Control,0,2,Control
male,1984,0,Control,0,2,Control
male,1967,1,Civic Duty,0,2,Treatment
female,1968,1,Civic Duty,0,2,Treatment
male,1938,0,Control,0,2,Control
female,1933,0,Control,0,2,Control
female,1956,1,Control,0,2,Control
male,1950,0,Control,0,2,Control
female,1947,0,Control,1,1,Control
female,1963,1,Control,0,2,Control
female,1986,0,Control,0,2,Control
female,1946,0,Control,0,2,Control
male,1942,0,Control,0,2,Control
female,1986,0,Civic Duty,0,3,Treatment
male,1956,0,Civic Duty,0,3,Treatment
female,1957,0,Civic Duty,0,3,Treatment
female,1967,1,Control,0,2,Control
male,1967,0,Control,0,2,Control
female,1973,1,Hawthorne,0,2,Treatment
male,1973,1,Hawthorne,0,2,Treatment
male,1956,1,Hawthorne,0,1,Treatment
female,1959,1,Neighbors,0,2,Treatment
male,1960,1,Neighbors,0,2,Treatment
female,1977,1,Civic Duty,0,1,Treatment
male,1936,0,Control,0,2,Control
female,1936,1,Control,0,2,Control
male,1960,1,Control,1,2,Control
female,1960,0,Control,0,2,Control
female,1986,0,Neighbors,0,3,Treatment
male,1949,0,Neighbors,0,3,Treatment
female,1949,0,Neighbors,0,3,Treatment
female,1960,0,Control,0,2,Control
male,1956,0,Control,0,2,Control
female,1966,1,Control,1,1,Control
female,1933,1,Civic Duty,0,2,Treatment
male,1931,0,Civic Duty,0,2,Treatment
female,1951,1,Hawthorne,0,3,Treatment
male,1960,1,Hawthorne,0,3,Treatment
female,1984,0,Hawthorne,0,3,Treatment
female,1957,0,Control,0,2,Control
female,1929,0,Control,0,2,Control
male,1919,0,Control,1,2,Control
female,1924,0,Control,1,2,Control
male,1922,0,Control,1,1,Control
female,1957,0,Neighbors,0,2,Treatment
male,1956,0,Neighbors,0,2,Treatment
female,1958,1,Control,0,3,Control
male,1982,0,Control,0,3,Control
male,1956,1,Control,0,3,Control
female,1986,0,Control,0,2,Control
male,1962,1,Control,0,2,Control
female,1958,1,Control,1,1,Control
male,1952,1,Control,0,2,Control
female,1953,0,Control,0,2,Control
male,1924,0,Hawthorne,0,1,Treatment
male,1959,1,Neighbors,0,1,Treatment
female,1931,0,Control,0,1,Control
female,1980,0,Civic Duty,0,2,Treatment
female,1947,1,Civic Duty,0,2,Treatment
female,1937,1,Control,0,2,Control
male,1940,1,Control,0,2,Control
female,1966,0,Control,0,2,Control
male,1964,0,Control,0,2,Control
male,1969,1,Control,0,3,Control
female,1947,1,Control,0,3,Control
male,1942,1,Control,0,3,Control
female,1955,1,Control,1,2,Control
male,1955,0,Control,1,2,Control
male,1954,0,Control,1,1,Control
female,1963,0,Hawthorne,0,2,Treatment
male,1960,0,Hawthorne,0,2,Treatment
female,1942,1,Control,0,2,Control
male,1942,1,Control,0,2,Control
female,1920,1,Control,0,2,Control
male,1922,1,Control,1,2,Control
male,1949,0,Civic Duty,0,3,Treatment
female,1985,0,Civic Duty,0,3,Treatment
female,1954,1,Civic Duty,0,3,Treatment
female,1970,1,Control,0,2,Control
male,1971,1,Control,0,2,Control
male,1943,1,Hawthorne,0,2,Treatment
female,1959,0,Hawthorne,0,2,Treatment
male,1984,0,Control,0,3,Control
female,1954,0,Control,0,3,Control
male,1947,0,Control,0,3,Control
female,1954,0,Neighbors,0,3,Treatment
male,1979,0,Neighbors,0,3,Treatment
male,1954,0,Neighbors,0,3,Treatment
female,1952,1,Control,0,2,Control
male,1953,1,Control,0,2,Control
male,1967,0,Neighbors,0,2,Treatment
female,1971,1,Neighbors,0,2,Treatment
male,1968,0,Control,0,1,Control
female,1912,1,Control,1,2,Control
female,1937,1,Control,1,2,Control
male,1980,0,Civic Duty,0,4,Treatment
male,1983,0,Civic Duty,0,4,Treatment
female,1949,0,Civic Duty,0,4,Treatment
male,1948,0,Civic Duty,0,4,Treatment
male,1948,1,Control,0,2,Control
female,1953,0,Control,0,2,Control
female,1949,1,Control,0,2,Control
male,1947,1,Control,0,2,Control
male,1956,1,Control,0,2,Control
female,1954,1,Control,0,2,Control
female,1966,1,Control,0,2,Control
male,1964,1,Control,0,2,Control
male,1948,1,Control,0,1,Control
female,1963,0,Hawthorne,0,2,Treatment
male,1951,0,Hawthorne,0,2,Treatment
female,1955,1,Neighbors,0,3,Treatment
male,1984,1,Neighbors,0,3,Treatment
male,1952,1,Neighbors,0,3,Treatment
female,1942,0,Civic Duty,0,2,Treatment
male,1942,0,Civic Duty,0,2,Treatment
female,1937,0,Civic Duty,1,2,Treatment
male,1934,0,Civic Duty,1,2,Treatment
female,1944,1,Control,1,1,Control
male,1974,0,Control,0,2,Control
female,1976,0,Control,0,2,Control
male,1961,0,Hawthorne,0,2,Treatment
female,1961,1,Hawthorne,0,2,Treatment
male,1955,1,Control,0,2,Control
female,1958,0,Control,0,2,Control
female,1949,1,Neighbors,0,1,Treatment
female,1947,1,Control,0,2,Control
male,1945,0,Control,0,2,Control
male,1977,0,Control,0,4,Control
female,1947,0,Control,0,4,Control
female,1974,1,Control,0,4,Control
male,1948,1,Control,0,4,Control
male,1954,1,Control,0,2,Control
female,1954,0,Control,0,2,Control
male,1958,1,Hawthorne,0,1,Treatment
female,1922,0,Control,0,1,Control
male,1947,1,Control,0,2,Control
female,1951,1,Control,0,2,Control
female,1938,1,Control,0,1,Control
male,1960,1,Neighbors,0,2,Treatment
female,1962,1,Neighbors,0,2,Treatment
female,1960,0,Control,1,2,Control
male,1963,0,Control,0,2,Control
female,1957,0,Control,0,3,Control
male,1984,0,Control,0,3,Control
male,1955,1,Control,0,3,Control
female,1962,1,Control,0,2,Control
male,1961,1,Control,0,2,Control
female,1963,1,Control,0,2,Control
male,1960,1,Control,0,2,Control
female,1925,1,Neighbors,0,1,Treatment
female,1955,1,Civic Duty,1,3,Treatment
male,1954,1,Civic Duty,0,3,Treatment
male,1981,0,Civic Duty,0,3,Treatment
female,1971,1,Hawthorne,0,2,Treatment
male,1967,1,Hawthorne,0,2,Treatment
female,1960,1,Control,0,1,Control
male,1966,1,Control,0,1,Control
female,1966,1,Civic Duty,0,1,Treatment
female,1933,0,Control,0,2,Control
male,1932,0,Control,0,2,Control
female,1943,1,Civic Duty,0,2,Treatment
male,1933,1,Civic Duty,1,2,Treatment
male,1946,1,Neighbors,0,2,Treatment
female,1950,1,Neighbors,0,2,Treatment
female,1959,1,Control,0,1,Control
male,1918,1,Control,0,2,Control
female,1924,0,Control,0,2,Control
female,1947,1,Control,0,2,Control
male,1950,1,Control,0,2,Control
male,1940,0,Control,1,2,Control
female,1943,0,Control,1,2,Control
male,1961,1,Neighbors,0,1,Treatment
female,1954,0,Control,0,2,Control
male,1953,1,Control,0,2,Control
female,1958,0,Control,0,1,Control
male,1964,1,Control,0,2,Control
female,1963,1,Control,0,2,Control
male,1942,0,Civic Duty,0,1,Treatment
male,1969,1,Control,0,2,Control
female,1970,1,Control,0,2,Control
male,1955,0,Hawthorne,0,2,Treatment
female,1962,0,Hawthorne,0,2,Treatment
female,1940,0,Hawthorne,0,2,Treatment
male,1932,1,Hawthorne,0,2,Treatment
male,1934,0,Control,0,2,Control
female,1937,0,Control,0,2,Control
male,1950,1,Control,0,2,Control
female,1954,0,Control,0,2,Control
female,1942,0,Control,1,2,Control
male,1941,0,Control,1,2,Control
female,1958,1,Control,0,2,Control
male,1959,1,Control,0,2,Control
female,1942,1,Hawthorne,1,2,Treatment
male,1941,1,Hawthorne,1,2,Treatment
male,1981,0,Civic Duty,0,3,Treatment
female,1954,0,Civic Duty,0,3,Treatment
male,1949,0,Civic Duty,0,3,Treatment
male,1946,0,Control,0,3,Control
male,1986,0,Control,0,3,Control
female,1956,1,Control,0,3,Control
female,1958,0,Control,0,1,Control
male,1950,0,Neighbors,0,2,Treatment
female,1951,0,Neighbors,0,2,Treatment
female,1942,0,Control,0,1,Control
female,1949,1,Hawthorne,0,1,Treatment
male,1946,1,Control,0,2,Control
female,1952,0,Control,0,2,Control
female,1953,0,Neighbors,0,3,Treatment
male,1953,0,Neighbors,0,3,Treatment
female,1985,0,Neighbors,0,3,Treatment
male,1968,1,Control,1,2,Control
female,1972,1,Control,1,2,Control
female,1958,1,Control,0,2,Control
male,1954,0,Control,0,2,Control
female,1986,0,Control,0,3,Control
female,1958,0,Control,0,3,Control
female,1981,1,Control,0,3,Control
female,1960,1,Civic Duty,1,3,Treatment
male,1958,1,Civic Duty,0,3,Treatment
female,1984,0,Civic Duty,0,3,Treatment
female,1935,0,Hawthorne,0,1,Treatment
male,1953,0,Control,1,2,Control
female,1954,1,Control,0,2,Control
female,1954,0,Control,0,3,Control
male,1953,0,Control,0,3,Control
female,1986,0,Control,0,3,Control
female,1955,0,Neighbors,0,3,Treatment
male,1955,0,Neighbors,0,3,Treatment
male,1983,0,Neighbors,0,3,Treatment
male,1937,1,Civic Duty,0,2,Treatment
female,1937,0,Civic Duty,0,2,Treatment
female,1962,1,Neighbors,0,1,Treatment
female,1954,1,Control,0,1,Control
female,1962,0,Control,0,1,Control
female,1921,0,Control,0,2,Control
male,1956,0,Control,0,2,Control
female,1962,0,Control,0,2,Control
male,1962,0,Control,0,2,Control
female,1985,0,Civic Duty,0,4,Treatment
female,1981,0,Civic Duty,0,4,Treatment
male,1953,0,Civic Duty,0,4,Treatment
female,1953,0,Civic Duty,0,4,Treatment
female,1954,0,Control,0,2,Control
male,1944,0,Control,0,2,Control
male,1952,1,Hawthorne,0,3,Treatment
female,1982,0,Hawthorne,0,3,Treatment
male,1984,0,Hawthorne,0,3,Treatment
female,1970,0,Control,0,2,Control
male,1969,0,Control,0,2,Control
female,1983,0,Control,0,3,Control
female,1954,0,Control,0,3,Control
male,1955,1,Control,0,3,Control
male,1936,0,Control,0,2,Control
male,1962,0,Control,0,2,Control
female,1946,1,Control,1,1,Control
male,1933,1,Control,0,2,Control
female,1936,1,Control,0,2,Control
male,1944,0,Control,0,2,Control
female,1946,1,Control,0,2,Control
female,1959,1,Control,0,1,Control
male,1942,0,Control,1,2,Control
female,1946,0,Control,1,2,Control
female,1938,1,Control,0,2,Control
male,1937,1,Control,0,2,Control
female,1942,1,Control,0,2,Control
male,1939,1,Control,0,2,Control
male,1955,0,Control,1,1,Control
female,1935,0,Civic Duty,0,2,Treatment
male,1932,0,Civic Duty,0,2,Treatment
male,1927,1,Neighbors,0,1,Treatment
female,1952,0,Control,0,1,Control
female,1966,0,Civic Duty,0,2,Treatment
male,1960,0,Civic Duty,0,2,Treatment
male,1935,0,Neighbors,0,1,Treatment
male,1955,1,Control,1,4,Control
female,1961,1,Control,0,4,Control
female,1930,1,Control,1,4,Control
male,1924,1,Control,1,4,Control
female,1942,0,Hawthorne,0,1,Treatment
female,1930,1,Hawthorne,0,6,Treatment
male,1929,1,Hawthorne,0,6,Treatment
female,1956,1,Hawthorne,0,6,Treatment
male,1958,1,Hawthorne,0,6,Treatment
female,1983,0,Hawthorne,0,6,Treatment
male,1984,0,Hawthorne,0,6,Treatment
female,1956,1,Control,0,3,Control
male,1954,1,Control,0,3,Control
female,1984,1,Control,0,3,Control
female,1941,0,Control,0,2,Control
male,1930,0,Control,0,2,Control
female,1938,0,Control,0,2,Control
male,1927,0,Control,0,2,Control
male,1952,1,Control,0,1,Control
female,1956,1,Civic Duty,0,1,Treatment
male,1963,0,Civic Duty,0,2,Treatment
female,1962,1,Civic Duty,0,2,Treatment
male,1942,0,Control,0,2,Control
female,1941,0,Control,0,2,Control
female,1951,0,Control,0,3,Control
male,1973,0,Control,0,3,Control
male,1940,1,Control,1,3,Control
male,1951,0,Control,0,1,Control
male,1919,1,Hawthorne,0,1,Treatment
female,1983,1,Hawthorne,0,1,Treatment
male,1974,0,Control,0,1,Control
female,1957,1,Control,0,3,Control
male,1955,1,Control,0,3,Control
female,1979,1,Control,0,3,Control
male,1960,1,Neighbors,1,2,Treatment
female,1959,1,Neighbors,1,2,Treatment
female,1965,1,Neighbors,0,1,Treatment
female,1950,1,Control,0,3,Control
female,1986,0,Control,0,3,Control
male,1948,1,Control,0,3,Control
female,1955,0,Control,0,2,Control
male,1955,1,Control,0,2,Control
female,1951,0,Hawthorne,1,2,Treatment
male,1954,0,Hawthorne,0,2,Treatment
female,1956,0,Civic Duty,0,2,Treatment
male,1957,0,Civic Duty,0,2,Treatment
female,1950,1,Control,0,2,Control
male,1942,1,Control,0,2,Control
female,1985,0,Neighbors,0,3,Treatment
male,1961,1,Neighbors,0,3,Treatment
female,1961,0,Neighbors,0,3,Treatment
female,1946,0,Control,0,2,Control
male,1945,0,Control,0,2,Control
female,1967,0,Control,0,2,Control
male,1966,0,Control,0,2,Control
female,1950,1,Control,0,3,Control
male,1986,0,Control,0,3,Control
male,1950,1,Control,0,3,Control
female,1970,1,Control,1,2,Control
male,1969,1,Control,1,2,Control
male,1932,1,Control,0,2,Control
female,1933,0,Control,0,2,Control
female,1963,0,Hawthorne,0,2,Treatment
male,1958,0,Hawthorne,0,2,Treatment
female,1952,1,Neighbors,0,2,Treatment
male,1948,1,Neighbors,0,2,Treatment
female,1942,1,Control,1,1,Control
female,1932,1,Control,0,2,Control
male,1927,1,Control,0,2,Control
female,1966,1,Control,0,2,Control
male,1963,0,Control,0,2,Control
male,1943,1,Civic Duty,0,2,Treatment
female,1943,1,Civic Duty,0,2,Treatment
female,1953,0,Civic Duty,0,2,Treatment
male,1949,0,Civic Duty,0,2,Treatment
male,1947,1,Control,0,3,Control
female,1948,1,Control,0,3,Control
male,1984,1,Control,0,3,Control
male,1943,1,Neighbors,0,2,Treatment
female,1946,1,Neighbors,0,2,Treatment
male,1942,1,Civic Duty,0,2,Treatment
female,1943,1,Civic Duty,0,2,Treatment
male,1952,1,Control,1,2,Control
female,1953,1,Control,1,2,Control
male,1953,0,Control,0,1,Control
female,1960,1,Control,0,4,Control
male,1986,1,Control,0,4,Control
male,1959,1,Control,0,4,Control
female,1982,1,Control,0,4,Control
female,1966,1,Neighbors,0,2,Treatment
male,1965,0,Neighbors,0,2,Treatment
female,1956,1,Control,0,2,Control
male,1955,0,Control,0,2,Control
male,1962,0,Control,0,2,Control
female,1968,0,Control,0,2,Control
female,1973,1,Control,0,1,Control
female,1921,1,Hawthorne,1,1,Treatment
female,1957,1,Hawthorne,0,2,Treatment
male,1951,1,Hawthorne,0,2,Treatment
female,1921,0,Control,0,1,Control
female,1949,0,Control,0,4,Control
male,1940,1,Control,0,4,Control
female,1968,0,Control,0,4,Control
male,1962,0,Control,0,4,Control
male,1933,0,Control,0,2,Control
female,1938,0,Control,0,2,Control
male,1960,1,Control,0,2,Control
female,1963,1,Control,0,2,Control
female,1960,0,Neighbors,0,2,Treatment
male,1959,0,Neighbors,0,2,Treatment
male,1966,0,Control,0,2,Control
female,1966,0,Control,0,2,Control
female,1958,1,Neighbors,0,3,Treatment
male,1986,0,Neighbors,0,3,Treatment
male,1954,1,Neighbors,0,3,Treatment
male,1963,0,Hawthorne,0,2,Treatment
female,1962,0,Hawthorne,0,2,Treatment
female,1958,1,Civic Duty,0,1,Treatment
female,1968,1,Control,0,2,Control
male,1964,0,Control,0,2,Control
male,1936,0,Hawthorne,0,2,Treatment
female,1938,0,Hawthorne,0,2,Treatment
male,1956,1,Control,0,3,Control
male,1985,1,Control,0,3,Control
female,1960,1,Control,0,3,Control
female,1939,0,Control,0,2,Control
male,1937,0,Control,0,2,Control
female,1956,0,Civic Duty,0,3,Treatment
female,1983,1,Civic Duty,0,3,Treatment
male,1955,1,Civic Duty,0,3,Treatment
female,1956,1,Control,1,2,Control
male,1950,1,Control,1,2,Control
female,1944,1,Control,0,2,Control
male,1944,1,Control,0,2,Control
male,1955,0,Control,0,2,Control
female,1955,0,Control,0,2,Control
male,1948,1,Control,0,4,Control
male,1981,0,Control,0,4,Control
female,1948,1,Control,0,4,Control
female,1983,0,Control,0,4,Control
female,1951,0,Control,0,3,Control
male,1951,1,Control,0,3,Control
female,1982,0,Control,0,3,Control
female,1957,0,Control,0,2,Control
male,1960,0,Control,0,2,Control
female,1949,0,Control,1,2,Control
male,1945,1,Control,1,2,Control
female,1955,1,Hawthorne,0,4,Treatment
female,1984,1,Hawthorne,0,4,Treatment
male,1986,0,Hawthorne,0,4,Treatment
male,1954,0,Hawthorne,0,4,Treatment
female,1983,1,Control,0,3,Control
male,1957,1,Control,0,3,Control
female,1957,1,Control,0,3,Control
female,1969,1,Control,0,2,Control
male,1964,0,Control,0,2,Control
male,1959,0,Control,0,2,Control
female,1958,0,Control,0,2,Control
male,1951,0,Control,0,1,Control
male,1940,1,Civic Duty,1,2,Treatment
female,1942,0,Civic Duty,1,2,Treatment
male,1982,0,Control,0,3,Control
male,1954,1,Control,0,3,Control
female,1956,1,Control,0,3,Control
male,1946,1,Control,0,2,Control
female,1947,1,Control,0,2,Control
female,1963,1,Control,1,2,Control
male,1960,0,Control,0,2,Control
male,1972,1,Civic Duty,0,2,Treatment
female,1973,1,Civic Duty,0,2,Treatment
female,1932,1,Hawthorne,0,2,Treatment
male,1928,1,Hawthorne,0,2,Treatment
female,1965,0,Neighbors,0,2,Treatment
male,1965,0,Neighbors,0,2,Treatment
female,1958,0,Neighbors,0,3,Treatment
male,1984,0,Neighbors,0,3,Treatment
male,1957,1,Neighbors,0,3,Treatment
female,1967,1,Control,0,2,Control
male,1964,1,Control,0,2,Control
male,1981,0,Civic Duty,1,3,Treatment
female,1958,1,Civic Duty,1,3,Treatment
female,1979,1,Civic Duty,1,3,Treatment
female,1958,1,Hawthorne,0,2,Treatment
male,1957,1,Hawthorne,1,2,Treatment
female,1949,0,Control,0,2,Control
male,1953,1,Control,0,2,Control
male,1969,1,Neighbors,0,2,Treatment
female,1968,0,Neighbors,0,2,Treatment
female,1986,0,Control,0,2,Control
female,1950,1,Control,0,2,Control
female,1970,1,Control,0,1,Control
female,1966,1,Neighbors,0,2,Treatment
male,1965,0,Neighbors,0,2,Treatment
female,1960,1,Control,0,2,Control
male,1959,1,Control,0,2,Control
male,1951,0,Control,0,3,Control
female,1952,1,Control,0,3,Control
female,1985,0,Control,0,3,Control
female,1942,1,Civic Duty,1,2,Treatment
male,1967,1,Civic Duty,1,2,Treatment
female,1954,1,Hawthorne,0,3,Treatment
male,1958,1,Hawthorne,0,3,Treatment
male,1985,1,Hawthorne,0,3,Treatment
male,1956,1,Control,0,2,Control
female,1957,1,Control,0,2,Control
female,1963,1,Control,0,1,Control
female,1965,0,Control,0,1,Control
female,1942,1,Control,0,1,Control
male,1972,0,Control,0,2,Control
female,1975,1,Control,0,2,Control
female,1949,1,Hawthorne,0,2,Treatment
male,1949,1,Hawthorne,0,2,Treatment
female,1953,0,Control,0,2,Control
male,1953,0,Control,0,2,Control
male,1957,0,Control,0,1,Control
female,1969,1,Control,1,2,Control
male,1966,1,Control,0,2,Control
male,1960,1,Civic Duty,0,1,Treatment
male,1965,1,Civic Duty,0,1,Treatment
male,1958,1,Control,0,3,Control
female,1960,1,Control,0,3,Control
male,1985,1,Control,0,3,Control
female,1956,1,Control,0,3,Control
male,1955,1,Control,0,3,Control
male,1982,1,Control,0,3,Control
male,1949,1,Neighbors,0,2,Treatment
female,1952,1,Neighbors,0,2,Treatment
female,1956,1,Control,0,2,Control
male,1957,0,Control,0,2,Control
male,1943,1,Control,1,1,Control
male,1911,1,Hawthorne,0,1,Treatment
male,1984,0,Control,0,3,Control
female,1952,0,Control,0,3,Control
male,1954,0,Control,0,3,Control
male,1952,1,Control,0,2,Control
female,1952,1,Control,0,2,Control
male,1938,1,Control,0,2,Control
female,1944,1,Control,0,2,Control
male,1965,1,Neighbors,0,2,Treatment
female,1964,1,Neighbors,0,2,Treatment
male,1947,1,Neighbors,0,2,Treatment
female,1952,1,Neighbors,0,2,Treatment
female,1966,1,Control,0,2,Control
male,1961,1,Control,1,2,Control
female,1963,1,Control,0,2,Control
male,1968,1,Control,0,2,Control
male,1966,0,Neighbors,0,2,Treatment
female,1967,0,Neighbors,1,2,Treatment
female,1977,1,Control,0,3,Control
female,1952,1,Control,1,3,Control
male,1952,1,Control,1,3,Control
female,1966,1,Control,0,2,Control
male,1966,1,Control,0,2,Control
male,1930,0,Hawthorne,0,1,Treatment
female,1960,0,Control,0,2,Control
male,1961,1,Control,0,2,Control
male,1952,1,Civic Duty,1,2,Treatment
female,1948,1,Civic Duty,0,2,Treatment
